Step MaxReplicaForce MaxAtomForce GradV0 GradV1 GradVc EBF EBR RDT RD1 PE1 RD2 PE2 RDN PEN RDN PEN RDN PEN RDN PEN
5130 0.11508653 0.0081497588 1.1133604e-14 1.0434485e-14 3.6614189 1.5798492 1.5798492 3.9635477 0 -4117.9513 0.19999612 -4117.7269 0.39999336 -4116.3714 0.60000662 -4116.3724 0.80000385 -4117.7268 1 -4117.9513
5140 0.15081278 0.076055436 7.2932745e-15 1.2042644e-14 3.6500373 1.5710235 1.5710235 3.963566 0 -4117.9513 0.19999487 -4117.7283 0.3999907 -4116.3802 0.60000939 -4116.3813 0.80000515 -4117.7282 1 -4117.9513
5150 0.11512256 0.012815646 6.1439625e-15 1.0483652e-14 3.6393398 1.5634434 1.5634434 3.963548 0 -4117.9513 0.19999547 -4117.7295 0.39999227 -4116.3878 0.60000779 -4116.3888 0.80000456 -4117.7294 1 -4117.9513
5160 0.14223848 0.066068713 4.29691e-15 1.254067e-14 3.6258468 1.5532181 1.5532181 3.9635613 0 -4117.9513 0.19999598 -4117.7311 0.39999557 -4116.398 0.60000443 -4116.3991 0.80000401 -4117.7311 1 -4117.9513
5170 0.11516351 0.016359053 2.0193135e-15 9.7519656e-15 3.6162758 1.5465054 1.5465054 3.9635485 0 -4117.9513 0.19999497 -4117.7322 0.39998919 -4116.4048 0.60001041 -4116.4058 0.8000049 -4117.7321 1 -4117.9513
5180 0.14460996 0.0698281 2.0185504e-15 1.1044482e-14 3.6056788 1.538233 1.538233 3.9635632 0 -4117.9513 0.19999463 -4117.7336 0.3999914 -4116.413 0.60000833 -4116.414 0.80000521 -4117.7335 1 -4117.9513
5190 0.11254391 0.0027257008 2.0193135e-15 1.1388783e-14 3.5951895 1.5308208 1.5308208 3.9635475 0 -4117.9513 0.19999542 -4117.7348 0.39999192 -4116.4204 0.60000793 -4116.4214 0.80000447 -4117.7347 1 -4117.9513
5200 0.11567208 0.022062802 8.0595411e-15 5.6742599e-15 3.5816313 1.5210717 1.5210717 3.963549 0 -4117.9513 0.19999578 -4117.7364 0.39998466 -4116.4302 0.60001559 -4116.4312 0.80000421 -4117.7363 1 -4117.9513
5210 0.13341041 0.05624549 4.1503146e-15 4.7546792e-15 3.5715437 1.5135015 1.5135015 3.9635579 0 -4117.9513 0.19999441 -4117.7377 0.39999091 -4116.4378 0.60000928 -4116.4388 0.80000567 -4117.7376 1 -4117.9513
5220 0.11330958 0.01569338 4.1503146e-15 4.7515685e-15 3.5614415 1.5063898 1.5063898 3.9635483 0 -4117.9513 0.19999513 -4117.7389 0.39999214 -4116.4449 0.600008 -4116.4459 0.80000494 -4117.7388 1 -4117.9513
5230 0.14459654 0.071424734 3.3483709e-15 5.5500333e-15 3.5497163 1.4977593 1.4977593 3.963564 0 -4117.9513 0.19999515 -4117.7403 0.39998935 -4116.4535 0.6000107 -4116.4545 0.80000489 -4117.7403 1 -4117.9513
5240 0.11087901 0.0029081346 2.7761435e-15 5.5456584e-15 3.5399168 1.4907257 1.4907257 3.9635475 0 -4117.9513 0.19999564 -4117.7415 0.39999198 -4116.4605 0.60000806 -4116.4615 0.80000439 -4117.7415 1 -4117.9513
5250 0.11837046 0.033029734 5.3167732e-15 9.1105115e-15 3.526423 1.4812374 1.4812374 3.9635512 0 -4117.9513 0.19999604 -4117.7432 0.39999493 -4116.47 0.60000509 -4116.471 0.80000397 -4117.7431 1 -4117.9513
5260 0.19196051 0.12155427 3.849596e-14 2.4008767e-14 3.5149509 1.4714036 1.4714036 3.963596 0 -4117.9513 0.19999477 -4117.7449 0.39999207 -4116.4799 0.60000795 -4116.4808 0.80000525 -4117.7448 1 -4117.9513
5270 0.11711671 0.031784389 8.1832722e-15 9.8804238e-15 3.5031467 1.4642189 1.4642189 3.9635508 0 -4117.9513 0.19999577 -4117.7461 0.39999307 -4116.487 0.60000716 -4116.488 0.80000433 -4117.7461 1 -4117.9513
5280 0.11029969 0.011226428 5.32999e-15 1.0105749e-14 3.4924599 1.4571081 1.4571081 3.9635479 0 -4117.9513 0.19999576 -4117.7474 0.39999112 -4116.4942 0.60000904 -4116.4951 0.80000433 -4117.7473 1 -4117.9513
5290 0.13422745 0.060497286 5.1465278e-15 1.0048928e-14 3.4814312 1.4489543 1.4489543 3.9635595 0 -4117.9513 0.19999551 -4117.7489 0.39999352 -4116.5023 0.60000648 -4116.5033 0.80000452 -4117.7488 1 -4117.9513
5300 0.16689927 0.097948391 1.5799118e-14 1.632115e-14 3.4698739 1.4405105 1.4405105 3.9635798 0 -4117.9513 0.19999521 -4117.7504 0.39998846 -4116.5108 0.60001139 -4116.5117 0.80000475 -4117.7503 1 -4117.9513
5310 0.10968087 0.013709629 1.069379e-14 6.787977e-15 3.4591206 1.4330808 1.4330808 3.963548 0 -4117.9513 0.19999559 -4117.7517 0.39999004 -4116.5182 0.60000992 -4116.5191 0.80000435 -4117.7516 1 -4117.9513
5320 0.13870817 0.06749725 3.4369946e-15 9.2684212e-15 3.4484737 1.4253128 1.4253128 3.9635633 0 -4117.9513 0.199995 -4117.7531 0.39999128 -4116.526 0.60000874 -4116.5269 0.80000499 -4117.753 1 -4117.9513
5330 0.10831468 0.0094318024 3.3874384e-15 9.220216e-15 3.4380007 1.4183207 1.4183207 3.9635477 0 -4117.9513 0.1999957 -4117.7544 0.39999271 -4116.5329 0.60000722 -4116.5339 0.80000428 -4117.7543 1 -4117.9513
5340 0.14843204 0.079380105 2.4580634e-15 9.2886188e-15 3.4259469 1.4099234 1.4099234 3.9635692 0 -4117.9513 0.19999516 -4117.7559 0.39999104 -4116.5413 0.60000884 -4116.5422 0.80000479 -4117.7559 1 -4117.9513
5350 0.10870763 0.015240485 6.146783e-15 1.2469944e-14 3.4153954 1.4022879 1.4022879 3.9635482 0 -4117.9513 0.19999608 -4117.7573 0.39999166 -4116.549 0.60000826 -4116.5499 0.80000386 -4117.7572 1 -4117.9513
5360 0.1227473 0.047189309 2.5770962e-15 1.0903852e-14 3.4041254 1.3946954 1.3946954 3.9635551 0 -4117.9513 0.19999567 -4117.7587 0.39999049 -4116.5566 0.6000095 -4116.5575 0.8000043 -4117.7587 1 -4117.9513
5370 0.10630035 0.0026650402 2.773206e-15 8.7624024e-15 3.3945269 1.3876695 1.3876695 3.9635473 0 -4117.9513 0.19999599 -4117.76 0.3999927 -4116.5636 0.60000732 -4116.5645 0.80000401 -4117.76 1 -4117.9513
5380 0.10845826 0.018161161 5.2568842e-15 7.0771247e-15 3.3826628 1.3794445 1.3794445 3.9635484 0 -4117.9513 0.19999613 -4117.7616 0.3999939 -4116.5718 0.60000615 -4116.5727 0.80000388 -4117.7615 1 -4117.9513
5390 0.10669036 0.012006834 5.3322544e-15 8.4566878e-15 3.3714621 1.371803 1.371803 3.9635478 0 -4117.9513 0.19999624 -4117.763 0.39998972 -4116.5795 0.60001026 -4116.5803 0.80000378 -4117.7629 1 -4117.9513
5400 0.10667196 0.01356041 4.9210457e-15 5.6503822e-15 3.3613754 1.3645731 1.3645731 3.9635479 0 -4117.9513 0.19999599 -4117.7644 0.3999933 -4116.5867 0.60000658 -4116.5876 0.80000398 -4117.7643 1 -4117.9513
5410 0.15541305 0.088971061 1.0042843e-14 2.6180433e-14 3.3502577 1.3560921 1.3560921 3.9635749 0 -4117.9513 0.19999535 -4117.766 0.39999319 -4116.5952 0.60000668 -4116.596 0.80000458 -4117.766 1 -4117.9513
5420 0.10581941 0.012881124 6.7611501e-15 4.7097382e-15 3.339231 1.3491187 1.3491187 3.9635478 0 -4117.9513 0.19999636 -4117.7673 0.39998988 -4116.6021 0.60001028 -4116.603 0.80000364 -4117.7672 1 -4117.9513
5430 0.11256326 0.033071561 4.9557549e-15 8.0903334e-15 3.3288359 1.3418306 1.3418306 3.963551 0 -4117.9513 0.19999602 -4117.7687 0.39999483 -4116.6094 0.60000531 -4116.6103 0.80000404 -4117.7687 1 -4117.9513
5440 0.11332077 0.035206867 7.4324883e-15 1.0106092e-14 3.3178218 1.3343461 1.3343461 3.9635515 0 -4117.9513 0.19999636 -4117.7702 0.39998967 -4116.6169 0.60001033 -4116.6178 0.80000368 -4117.7701 1 -4117.9513
5450 0.10581979 0.016907401 4.9182271e-15 9.644999e-15 3.3082358 1.3276865 1.3276865 3.9635482 0 -4117.9513 0.19999595 -4117.7715 0.39999402 -4116.6236 0.60000593 -4116.6244 0.80000404 -4117.7714 1 -4117.9513
5460 0.1122449 0.034301514 5.0370874e-15 8.2540089e-15 3.2969847 1.3200803 1.3200803 3.9635515 0 -4117.9513 0.19999619 -4117.7729 0.3999902 -4116.6312 0.60000979 -4116.632 0.8000038 -4117.7728 1 -4117.9513
5470 0.10347631 0.0082322722 4.9892191e-15 9.9925161e-15 3.2879008 1.3133495 1.3133495 3.9635474 0 -4117.9513 0.19999621 -4117.7742 0.39999205 -4116.6379 0.60000797 -4116.6388 0.80000379 -4117.7742 1 -4117.9513
5480 0.10778965 0.025811859 9.9781222e-15 1.0347818e-14 3.2764962 1.3052907 1.3052907 3.9635496 0 -4117.9513 0.19999656 -4117.7758 0.39999637 -4116.646 0.60000364 -4116.6468 0.80000344 -4117.7757 1 -4117.9513
5490 0.12374477 0.054270289 6.8987946e-15 7.8008701e-15 3.2661823 1.2980227 1.2980227 3.9635581 0 -4117.9513 0.19999594 -4117.7772 0.39999008 -4116.6532 0.60000994 -4116.6541 0.80000407 -4117.7772 1 -4117.9513
5500 0.10214584 0.0051005284 6.7305073e-15 7.1251413e-15 3.2560664 1.2910256 1.2910256 3.9635473 0 -4117.9513 0.19999639 -4117.7786 0.39999192 -4116.6602 0.60000807 -4116.6611 0.80000361 -4117.7785 1 -4117.9513
5510 0.10161547 0.0026053648 6.8651194e-15 6.4764475e-15 3.2451412 1.2833645 1.2833645 3.9635472 0 -4117.9513 0.1999965 -4117.7801 0.39999573 -4116.6679 0.60000426 -4116.6687 0.80000349 -4117.78 1 -4117.9513
5520 0.10351998 0.016826146 5.191399e-15 7.3955012e-15 3.234302 1.2757435 1.2757435 3.9635482 0 -4117.9513 0.19999569 -4117.7816 0.3999901 -4116.6755 0.6000099 -4116.6763 0.8000043 -4117.7815 1 -4117.9513
5530 0.11399615 0.041221904 5.8018957e-15 6.0342923e-15 3.2238238 1.2686137 1.2686137 3.9635536 0 -4117.9513 0.19999556 -4117.783 0.39999027 -4116.6827 0.60000974 -4116.6835 0.80000444 -4117.7829 1 -4117.9513
5540 0.10169657 0.011415313 3.6138783e-15 1.8240299e-15 3.2147121 1.2619879 1.2619879 3.9635477 0 -4117.9513 0.19999609 -4117.7843 0.39999186 -4116.6893 0.60000816 -4116.6901 0.80000392 -4117.7842 1 -4117.9513
5550 0.12906184 0.063201678 4.0901645e-15 8.2607469e-15 3.2048685 1.2546661 1.2546661 3.9635626 0 -4117.9513 0.19999575 -4117.7858 0.39999385 -4116.6966 0.60000618 -4116.6974 0.80000427 -4117.7857 1 -4117.9513
5560 0.13616915 0.07192177 5.8716454e-15 1.2171307e-14 3.1938492 1.2471685 1.2471685 3.9635671 0 -4117.9513 0.19999618 -4117.7873 0.39998963 -4116.7041 0.60001041 -4116.7049 0.80000384 -4117.7872 1 -4117.9513
5570 0.099674785 0.0025986769 4.438475e-15 8.2045735e-15 3.1838424 1.2403232 1.2403232 3.9635472 0 -4117.9513 0.19999627 -4117.7886 0.39999271 -4116.7109 0.60000723 -4116.7117 0.80000373 -4117.7885 1 -4117.9513
5580 0.099289143 0.0025861271 6.7782028e-15 9.1663673e-15 3.1712425 1.2311804 1.2311804 3.9635472 0 -4117.9513 0.19999699 -4117.7904 0.39999221 -4116.7201 0.60000817 -4116.7209 0.80000309 -4117.7904 1 -4117.9513
5590 0.11115567 0.039468593 2.2856284e-15 1.2658307e-14 3.1593031 1.2229564 1.2229564 3.9635532 0 -4117.9513 0.19999646 -4117.7921 0.39999371 -4116.7283 0.60000672 -4116.7291 0.80000373 -4117.792 1 -4117.9513
5600 0.099857449 0.012070519 4.582467e-15 8.8815197e-15 3.1509942 1.2169194 1.2169194 3.9635478 0 -4117.9513 0.19999636 -4117.7933 0.39999282 -4116.7343 0.60000759 -4116.7351 0.80000386 -4117.7932 1 -4117.9513
5610 0.12412176 0.059025102 2.2427452e-15 9.5805534e-15 3.1412865 1.2100538 1.2100538 3.9635609 0 -4117.9513 0.19999602 -4117.7947 0.3999937 -4116.7412 0.60000661 -4116.742 0.80000416 -4117.7946 1 -4117.9513
5620 0.098595175 0.0079395684 3.4549909e-15 6.2571384e-15 3.1323698 1.2039202 1.2039202 3.9635475 0 -4117.9513 0.19999649 -4117.7959 0.39999294 -4116.7473 0.60000729 -4116.7481 0.80000366 -4117.7958 1 -4117.9513
5630 0.1108877 0.040699311 4.0618142e-15 7.974521e-15 3.1223755 1.1965327 1.1965327 3.9635537 0 -4117.9513 0.19999663 -4117.7974 0.39999597 -4116.7547 0.60000417 -4116.7555 0.80000347 -4117.7973 1 -4117.9513
5640 0.11372589 0.045599849 9.7725896e-15 9.6593899e-15 3.111148 1.1887994 1.1887994 3.9635553 0 -4117.9513 0.19999699 -4117.7989 0.39999019 -4116.7625 0.60000977 -4116.7632 0.80000305 -4117.7988 1 -4117.9513
5650 0.098955304 0.014818852 6.1551793e-15 7.7732256e-15 3.1027962 1.1828474 1.1828474 3.9635481 0 -4117.9513 0.19999626 -4117.8001 0.39999375 -4116.7684 0.60000622 -4116.7692 0.80000373 -4117.8 1 -4117.9513
5660 0.10963955 0.040029212 5.7102947e-15 7.7575116e-15 3.0933598 1.1761243 1.1761243 3.9635538 0 -4117.9513 0.19999628 -4117.8015 0.39999153 -4116.7751 0.60000849 -4116.7759 0.80000372 -4117.8014 1 -4117.9513
5670 0.096577164 0.0025295941 5.7842853e-15 6.2578851e-15 3.084628 1.1700263 1.1700263 3.9635472 0 -4117.9513 0.19999649 -4117.8027 0.39999345 -4116.7812 0.60000652 -4116.782 0.80000351 -4117.8026 1 -4117.9513
5680 0.09643801 0.0053063467 1.2247452e-14 1.2332689e-14 3.0730323 1.1617686 1.1617686 3.9635474 0 -4117.9513 0.19999691 -4117.8043 0.39999565 -4116.7895 0.60000417 -4116.7902 0.80000302 -4117.8043 1 -4117.9513
5690 0.11611565 0.050881134 5.5442872e-15 4.5537794e-15 3.0631582 1.1545743 1.1545743 3.9635577 0 -4117.9513 0.19999611 -4117.8058 0.39999266 -4116.7967 0.60000733 -4116.7974 0.80000385 -4117.8057 1 -4117.9513
5700 0.096818427 0.01187306 6.6235825e-15 2.5045453e-15 3.0545592 1.1487769 1.1487769 3.9635477 0 -4117.9513 0.19999638 -4117.8069 0.39999386 -4116.8025 0.6000062 -4116.8032 0.80000363 -4117.8069 1 -4117.9513
5710 0.11460075 0.049320216 5.5147446e-15 5.5357485e-15 3.0453396 1.1421984 1.1421984 3.9635574 0 -4117.9513 0.19999621 -4117.8083 0.39999238 -4116.8091 0.60000765 -4116.8098 0.80000381 -4117.8082 1 -4117.9513
5720 0.095071221 0.0025171324 4.4547969e-15 1.306913e-15 3.0366621 1.1362746 1.1362746 3.9635472 0 -4117.9513 0.19999657 -4117.8094 0.39999376 -4116.815 0.60000623 -4116.8157 0.80000344 -4117.8094 1 -4117.9513
5730 0.094773756 0.0025135936 5.0915387e-15 1.2140394e-14 3.0258966 1.1286707 1.1286707 3.9635472 0 -4117.9513 0.19999689 -4117.811 0.39999447 -4116.8226 0.60000555 -4116.8233 0.80000311 -4117.8109 1 -4117.9513
5740 0.11279493 0.047866912 7.7802826e-15 8.464842e-15 3.0152347 1.1211778 1.1211778 3.9635566 0 -4117.9513 0.1999964 -4117.8125 0.39999367 -4116.8301 0.60000635 -4116.8308 0.80000361 -4117.8124 1 -4117.9513
5750 0.094682861 0.0079302869 8.7044699e-15 7.0703907e-15 3.0069814 1.1154165 1.1154165 3.9635475 0 -4117.9513 0.19999662 -4117.8136 0.39999336 -4116.8358 0.60000669 -4116.8365 0.8000034 -4117.8136 1 -4117.9513
5760 0.11102147 0.045961096 1.1367e-14 1.7991648e-15 2.9976089 1.1086979 1.1086979 3.963556 0 -4117.9513 0.19999658 -4117.815 0.39999532 -4116.8426 0.60000478 -4116.8433 0.80000346 -4117.8149 1 -4117.9513
5770 0.10867095 0.042939914 1.0489631e-14 6.6311682e-15 2.9875969 1.1020937 1.1020937 3.963555 0 -4117.9513 0.19999695 -4117.8163 0.39999045 -4116.8492 0.60000958 -4116.8499 0.80000309 -4117.8162 1 -4117.9513
5780 0.093526051 0.0055001973 4.1553638e-15 6.8649614e-15 2.9789324 1.0960745 1.0960745 3.9635473 0 -4117.9513 0.19999668 -4117.8175 0.39999344 -4116.8552 0.60000651 -4116.8559 0.80000332 -4117.8174 1 -4117.9513
5790 0.092938709 0.0024805936 7.4443725e-15 1.0880186e-14 2.9688265 1.0888358 1.0888358 3.9635472 0 -4117.9513 0.19999719 -4117.8189 0.39999721 -4116.8624 0.60000272 -4116.8631 0.80000277 -4117.8189 1 -4117.9513
5800 0.093486682 0.010022327 5.1314235e-15 1.0925521e-14 2.9577745 1.0809808 1.0809808 3.9635476 0 -4117.9513 0.19999633 -4117.8205 0.39998909 -4116.8703 0.60000907 -4116.8709 0.80000318 -4117.8204 1 -4117.9513
5810 0.10345459 0.036314466 9.598136e-15 1.221734e-14 2.9478363 1.074243 1.074243 3.9635528 0 -4117.9513 0.19999606 -4117.8218 0.39999542 -4116.877 0.60000333 -4116.8777 0.80000324 -4117.8218 1 -4117.9513
5820 0.092004191 0.0024720718 9.9270464e-15 7.7715068e-15 2.9388413 1.0678216 1.0678216 3.9635472 0 -4117.9513 0.19999671 -4117.8231 0.39999098 -4116.8834 0.60000831 -4116.8841 0.80000279 -4117.823 1 -4117.9513
5830 0.097254928 0.025109842 1.6906672e-14 2.6883344e-14 2.9289435 1.0608939 1.0608939 3.9635498 0 -4117.9513 0.19999723 -4117.8245 0.39998822 -4116.8904 0.60001105 -4116.891 0.80000241 -4117.8244 1 -4117.9513
5840 0.092572468 0.011212926 4.2927982e-15 8.527096e-15 2.9206544 1.0552294 1.0552294 3.9635477 0 -4117.9513 0.19999628 -4117.8256 0.39999455 -4116.896 0.60000484 -4116.8967 0.80000338 -4117.8255 1 -4117.9513
5850 0.091204917 0.0035391428 2.640183e-14 2.7948193e-14 2.910138 1.047976 1.047976 3.9635472 0 -4117.9513 0.19999747 -4117.827 0.39999782 -4116.9033 0.60000174 -4116.9039 0.80000226 -4117.827 1 -4117.9513
5860 0.091578107 0.0092358222 5.1785735e-15 4.115364e-15 2.9008494 1.0415786 1.0415786 3.9635476 0 -4117.9513 0.19999599 -4117.8283 0.3999928 -4116.9097 0.60000722 -4116.9103 0.80000393 -4117.8282 1 -4117.9513
5870 0.12449759 0.066129102 7.4767654e-15 1.1519151e-14 2.8916867 1.0348721 1.0348721 3.9635668 0 -4117.9513 0.19999583 -4117.8296 0.39999341 -4116.9164 0.60000662 -4116.917 0.80000418 -4117.8296 1 -4117.9513
5880 0.090589303 0.0061389964 5.6279563e-15 5.0012808e-15 2.8827306 1.029144 1.029144 3.9635473 0 -4117.9513 0.1999968 -4117.8307 0.39999377 -4116.9221 0.60000633 -4116.9228 0.80000324 -4117.8307 1 -4117.9513
5890 0.099806856 0.033361948 3.0029867e-15 6.4173673e-15 2.873696 1.0226693 1.0226693 3.9635522 0 -4117.9513 0.19999695 -4117.832 0.39999618 -4116.9286 0.60000386 -4116.9292 0.80000307 -4117.8319 1 -4117.9513
5900 0.089854932 0.004309566 4.7216356e-15 5.9833538e-15 2.8648484 1.0167925 1.0167925 3.9635473 0 -4117.9513 0.19999712 -4117.8331 0.39999222 -4116.9345 0.60000774 -4116.9351 0.80000287 -4117.8331 1 -4117.9513
5910 0.089614049 0.0047352403 5.5909155e-15 4.8592157e-15 2.8561634 1.0107802 1.0107802 3.9635473 0 -4117.9513 0.19999711 -4117.8343 0.39999325 -4116.9405 0.6000068 -4116.9411 0.8000029 -4117.8343 1 -4117.9513
5920 0.089643241 0.0074096203 2.7711218e-15 5.3131558e-15 2.8471955 1.0045511 1.0045511 3.9635474 0 -4117.9513 0.19999713 -4117.8355 0.39999648 -4116.9467 0.60000359 -4116.9473 0.8000029 -4117.8355 1 -4117.9513
5930 0.11008235 0.050088851 6.1620855e-15 5.4427312e-15 2.8379641 0.99819644 0.99819644 3.9635586 0 -4117.9513 0.19999672 -4117.8368 0.3999952 -4116.9531 0.60000486 -4116.9537 0.80000332 -4117.8367 1 -4117.9513
5940 0.14617114 0.089734579 1.9676731e-14 4.2770653e-14 2.8287745 0.99115572 0.99115572 3.963585 0 -4117.9513 0.19999613 -4117.8382 0.39999064 -4116.9601 0.6000094 -4116.9607 0.80000389 -4117.8381 1 -4117.9513
5950 0.088781545 0.0071314188 6.8919568e-15 3.5671461e-15 2.8206923 0.98644984 0.98644984 3.9635474 0 -4117.9513 0.19999668 -4117.839 0.39999302 -4116.9648 0.60000705 -4116.9654 0.80000335 -4117.839 1 -4117.9513
5960 0.088701974 0.0084036631 8.5164061e-15 3.5512788e-15 2.8120959 0.98044537 0.98044537 3.9635475 0 -4117.9513 0.1999971 -4117.8402 0.39999664 -4116.9708 0.6000034 -4116.9714 0.80000293 -4117.8401 1 -4117.9513
5970 0.1107943 0.05218011 1.0232359e-14 1.6092934e-14 2.803606 0.97415849 0.97415849 3.9635601 0 -4117.9513 0.19999675 -4117.8414 0.39999522 -4116.9771 0.60000479 -4116.9777 0.80000326 -4117.8414 1 -4117.9513
5980 0.10157153 0.039811931 1.0824036e-14 7.1912492e-15 2.7933101 0.96746026 0.96746026 3.9635548 0 -4117.9513 0.19999747 -4117.8427 0.39999108 -4116.9838 0.60000891 -4116.9844 0.80000253 -4117.8426 1 -4117.9513
5990 0.087259905 0.0028916316 6.7844485e-15 2.5553344e-15 2.7850157 0.96178926 0.96178926 3.9635472 0 -4117.9513 0.19999738 -4117.8438 0.39999297 -4116.9895 0.60000695 -4116.9901 0.8000026 -4117.8437 1 -4117.9513
6000 0.087300496 0.006448611 3.748859e-15 7.2764411e-15 2.7766528 0.95584628 0.95584628 3.9635473 0 -4117.9513 0.19999711 -4117.8449 0.39999451 -4116.9954 0.60000539 -4116.996 0.80000284 -4117.8448 1 -4117.9513
6010 0.087474731 0.0095385888 1.1641347e-14 8.0873396e-15 2.7671889 0.94952714 0.94952714 3.9635476 0 -4117.9513 0.19999751 -4117.8461 0.39999755 -4117.0017 0.60000247 -4117.0023 0.80000249 -4117.846 1 -4117.9513
6020 0.11355223 0.056743159 5.4684923e-15 1.6558588e-14 2.7578569 0.94296386 0.94296386 3.963563 0 -4117.9513 0.19999687 -4117.8473 0.39999299 -4117.0083 0.60000712 -4117.0089 0.80000319 -4117.8473 1 -4117.9513
6030 0.086153681 0.0028030417 6.7578566e-15 7.1627315e-15 2.7497731 0.93765804 0.93765804 3.9635472 0 -4117.9513 0.19999729 -4117.8483 0.39999378 -4117.0136 0.60000622 -4117.0142 0.80000274 -4117.8483 1 -4117.9513
6040 0.085806387 0.0023714437 5.8425036e-15 1.1714297e-14 2.7412478 0.93171449 0.93171449 3.9635471 0 -4117.9513 0.1999973 -4117.8494 0.39999582 -4117.0196 0.60000418 -4117.0201 0.8000027 -4117.8494 1 -4117.9513
6050 0.08892248 0.018924853 3.467188e-14 3.0729314e-14 2.7296205 0.92396386 0.92396386 3.963549 0 -4117.9513 0.19999769 -4117.8509 0.39998644 -4117.0273 0.60001377 -4117.0279 0.80000235 -4117.8508 1 -4117.9513
6060 0.085581812 0.0061446708 6.0621517e-15 5.7811317e-15 2.7221923 0.91871946 0.91871946 3.9635473 0 -4117.9513 0.19999649 -4117.8519 0.39999463 -4117.0325 0.60000554 -4117.0331 0.80000359 -4117.8518 1 -4117.9513
6070 0.085022541 0.0031929398 1.0863877e-14 1.1346649e-14 2.7130446 0.9125271 0.9125271 3.9635472 0 -4117.9513 0.19999749 -4117.853 0.39999767 -4117.0387 0.60000246 -4117.0393 0.80000259 -4117.853 1 -4117.9513
6080 0.098727809 0.038952105 4.5897636e-15 5.0755836e-15 2.7036619 0.90606072 0.90606072 3.9635549 0 -4117.9513 0.19999699 -4117.8542 0.39999435 -4117.0452 0.6000058 -4117.0458 0.80000309 -4117.8542 1 -4117.9513
6090 0.085239253 0.009181065 5.8841258e-15 5.0501569e-15 2.6958489 0.90108504 0.90108504 3.9635476 0 -4117.9513 0.19999718 -4117.8551 0.39999505 -4117.0502 0.60000505 -4117.0507 0.80000289 -4117.8551 1 -4117.9513
6100 0.094117939 0.032199166 6.5989412e-15 6.8438333e-15 2.6869803 0.89527748 0.89527748 3.9635524 0 -4117.9513 0.19999739 -4117.8562 0.3999968 -4117.056 0.60000325 -4117.0565 0.80000265 -4117.8562 1 -4117.9513
6110 0.083856014 0.0023134374 4.6665264e-15 5.3173095e-15 2.6790014 0.88982625 0.88982625 3.9635472 0 -4117.9513 0.19999759 -4117.8572 0.39999297 -4117.0614 0.60000714 -4117.062 0.80000244 -4117.8571 1 -4117.9513
6120 0.14639736 0.092014584 1.4255726e-13 1.4758532e-13 2.6691403 0.88301466 0.88301466 3.9635898 0 -4117.9513 0.1999964 -4117.8585 0.39999025 -4117.0683 0.60000974 -4117.0688 0.80000361 -4117.8584 1 -4117.9513
6130 0.083625074 0.00576823 6.0732035e-15 1.2709112e-14 2.6607388 0.8782638 0.8782638 3.9635473 0 -4117.9513 0.19999679 -4117.8593 0.3999933 -4117.073 0.6000065 -4117.0735 0.80000313 -4117.8592 1 -4117.9513
6140 0.0838861 0.009281397 1.0268586e-14 1.0952859e-15 2.6523316 0.8727272 0.8727272 3.9635476 0 -4117.9513 0.19999721 -4117.8603 0.39999636 -4117.0785 0.60000343 -4117.0791 0.80000269 -4117.8602 1 -4117.9513
6150 0.095457224 0.036529689 1.7448296e-14 3.0704533e-14 2.6425362 0.86656094 0.86656094 3.9635541 0 -4117.9513 0.19999761 -4117.8614 0.39999734 -4117.0847 0.60000255 -4117.0852 0.80000232 -4117.8614 1 -4117.9513
6160 0.082958232 0.0068921372 3.5641944e-15 1.0605637e-14 2.6345093 0.86155966 0.86155966 3.9635474 0 -4117.9513 0.19999739 -4117.8623 0.3999941 -4117.0897 0.60000591 -4117.0902 0.80000259 -4117.8623 1 -4117.9513
6170 0.083910035 0.012822558 1.1650833e-14 4.2717602e-15 2.6262007 0.85616419 0.85616419 3.963548 0 -4117.9513 0.19999749 -4117.8633 0.39999676 -4117.0951 0.6000032 -4117.0956 0.80000249 -4117.8632 1 -4117.9513
6180 0.11110328 0.057223263 2.8929368e-14 5.5969245e-15 2.6169541 0.85031805 0.85031805 3.9635643 0 -4117.9513 0.19999711 -4117.8643 0.39999527 -4117.1009 0.60000467 -4117.1015 0.80000286 -4117.8643 1 -4117.9513
6190 0.081645735 0.0022029555 5.6927295e-15 6.6263183e-15 2.608377 0.84513785 0.84513785 3.9635472 0 -4117.9513 0.19999768 -4117.8652 0.39999405 -4117.1061 0.6000059 -4117.1067 0.80000229 -4117.8652 1 -4117.9513
6200 0.081286543 0.0022001827 3.1521697e-14 1.5008029e-14 2.5964883 0.83767753 0.83767753 3.9635472 0 -4117.9513 0.19999833 -4117.8665 0.39999287 -4117.1136 0.60000727 -4117.1141 0.80000168 -4117.8665 1 -4117.9513
6210 0.08096236 0.0021640588 4.8570721e-15 7.9691362e-15 2.5865104 0.83175447 0.83175447 3.9635471 0 -4117.9513 0.19999773 -4117.8676 0.39999618 -4117.1195 0.60000409 -4117.12 0.80000237 -4117.8675 1 -4117.9513
6220 0.080912799 0.0049261032 1.7932041e-15 9.5387945e-15 2.5766503 0.82575133 0.82575133 3.9635473 0 -4117.9513 0.19999757 -4117.8686 0.39999235 -4117.1255 0.60000681 -4117.126 0.80000228 -4117.8686 1 -4117.9513
