a b c d e
8559 1 25.63308 19.93684 119.620872
8560 1 27.05714 21.3609 121.04493
8561 1 0.0 22.78496 119.620872
8562 1 1.42406 24.20902 121.04493
8563 1 2.84812 22.78496 119.620872
8564 1 4.27218 24.20902 121.04493
8565 1 5.69624 22.78496 119.620872
8566 1 7.1203 24.20902 121.04493
8567 1 8.54436 22.78496 119.620872
8568 1 9.96842 24.20902 121.04493
8569 1 11.39248 22.78496 119.620872
8570 1 12.81654 24.20902 121.04493
8571 1 14.2406 22.78496 119.620872
8572 1 15.66466 24.20902 121.04493
8573 1 17.08872 22.78496 119.620872
8574 1 18.51278 24.20902 121.04493
8575 1 19.93684 22.78496 119.620872
8576 1 21.3609 24.20902 121.04493
8577 1 22.78496 22.78496 119.620872
8578 1 24.20902 24.20902 121.04493
8579 1 25.63308 22.78496 119.620872
8580 1 27.05714 24.20902 121.04493
8581 1 0.0 25.63308 119.620872
8582 1 1.42406 27.05714 121.04493
8583 1 2.84812 25.63308 119.620872
8584 1 4.27218 27.05714 121.04493
8585 1 5.69624 25.63308 119.620872
8586 1 7.1203 27.05714 121.04493
8587 1 8.54436 25.63308 119.620872
8588 1 9.96842 27.05714 121.04493
8589 1 11.39248 25.63308 119.620872
8590 1 12.81654 27.05714 121.04493
8591 1 14.2406 25.63308 119.620872
8592 1 15.66466 27.05714 121.04493
8593 1 17.08872 25.63308 119.620872
8594 1 18.51278 27.05714 121.04493
8595 1 19.93684 25.63308 119.620872
8596 1 21.3609 27.05714 121.04493
8597 1 22.78496 25.63308 119.620872
8598 1 24.20902 27.05714 121.04493
8599 1 25.63308 25.63308 119.620872
8600 1 27.05714 27.05714 121.04493
8601 1 0.0 0.0 122.468988
8602 1 1.42406 1.42406 123.893046
8603 1 2.84812 0.0 122.468988
8604 1 4.27218 1.42406 123.893046
8605 1 5.69624 0.0 122.468988
8606 1 7.1203 1.42406 123.893046
8607 1 8.54436 0.0 122.468988
8608 1 9.96842 1.42406 123.893046
8609 1 11.39248 0.0 122.468988
8610 1 12.81654 1.42406 123.893046
8611 1 14.2406 0.0 122.468988
8612 1 15.66466 1.42406 123.893046
8613 1 17.08872 0.0 122.468988
8614 1 18.51278 1.42406 123.893046
8615 1 19.93684 0.0 122.468988
8616 1 21.3609 1.42406 123.893046
8617 1 22.78496 0.0 122.468988
8618 1 24.20902 1.42406 123.893046
8619 1 25.63308 0.0 122.468988
8620 1 27.05714 1.42406 123.893046
8621 1 0.0 2.84812 122.468988
8622 1 1.42406 4.27218 123.893046
8623 1 2.84812 2.84812 122.468988
8624 1 4.27218 4.27218 123.893046
8625 1 5.69624 2.84812 122.468988
8626 1 7.1203 4.27218 123.893046
8627 1 8.54436 2.84812 122.468988
8628 1 9.96842 4.27218 123.893046
8629 1 11.39248 2.84812 122.468988
8630 1 12.81654 4.27218 123.893046
8631 1 14.2406 2.84812 122.468988
8632 1 15.66466 4.27218 123.893046
8633 1 17.08872 2.84812 122.468988
8634 1 18.51278 4.27218 123.893046
8635 1 19.93684 2.84812 122.468988
8636 1 21.3609 4.27218 123.893046
8637 1 22.78496 2.84812 122.468988
8638 1 24.20902 4.27218 123.893046
8639 1 25.63308 2.84812 122.468988
8640 1 27.05714 4.27218 123.893046
8641 1 0.0 5.69624 122.468988
8642 1 1.42406 7.1203 123.893046
8643 1 2.84812 5.69624 122.468988
8644 1 4.27218 7.1203 123.893046
8645 1 5.69624 5.69624 122.468988
8646 1 7.1203 7.1203 123.893046
8647 1 8.54436 5.69624 122.468988
8648 1 9.96842 7.1203 123.893046
8649 1 11.39248 5.69624 122.468988
8650 1 12.81654 7.1203 123.893046
8651 1 14.2406 5.69624 122.468988
8652 1 15.66466 7.1203 123.893046
8653 1 17.08872 5.69624 122.468988
8654 1 18.51278 7.1203 123.893046
8655 1 19.93684 5.69624 122.468988
8656 1 21.3609 7.1203 123.893046
8657 1 22.78496 5.69624 122.468988
8658 1 24.20902 7.1203 123.893046
8659 1 25.63308 5.69624 122.468988
8660 1 27.05714 7.1203 123.893046
8661 1 0.0 8.54436 122.468988
8662 1 1.42406 9.96842 123.893046
8663 1 2.84812 8.54436 122.468988
8664 1 4.27218 9.96842 123.893046
8665 1 5.69624 8.54436 122.468988
8666 1 7.1203 9.96842 123.893046
8667 1 8.54436 8.54436 122.468988
8668 1 9.96842 9.96842 123.893046
8669 1 11.39248 8.54436 122.468988
8670 1 12.81654 9.96842 123.893046
8671 1 14.2406 8.54436 122.468988
8672 1 15.66466 9.96842 123.893046
8673 1 17.08872 8.54436 122.468988
8674 1 18.51278 9.96842 123.893046
8675 1 19.93684 8.54436 122.468988
8676 1 21.3609 9.96842 123.893046
8677 1 22.78496 8.54436 122.468988
8678 1 24.20902 9.96842 123.893046
8679 1 25.63308 8.54436 122.468988
8680 1 27.05714 9.96842 123.893046
8681 1 0.0 11.39248 122.468988
8682 1 1.42406 12.81654 123.893046
8683 1 2.84812 11.39248 122.468988
8684 1 4.27218 12.81654 123.893046
8685 1 5.69624 11.39248 122.468988
8686 1 7.1203 12.81654 123.893046
8687 1 8.54436 11.39248 122.468988
8688 1 9.96842 12.81654 123.893046
8689 1 11.39248 11.39248 122.468988
8690 1 12.81654 12.81654 123.893046
8691 1 14.2406 11.39248 122.468988
8692 1 15.66466 12.81654 123.893046
8693 1 17.08872 11.39248 122.468988
8694 1 18.51278 12.81654 123.893046
8695 1 19.93684 11.39248 122.468988
8696 1 21.3609 12.81654 123.893046
8697 1 22.78496 11.39248 122.468988
8698 1 24.20902 12.81654 123.893046
8699 1 25.63308 11.39248 122.468988
8700 1 27.05714 12.81654 123.893046
8701 1 0.0 14.2406 122.468988
8702 1 1.42406 15.66466 123.893046
8703 1 2.84812 14.2406 122.468988
8704 1 4.27218 15.66466 123.893046
8705 1 5.69624 14.2406 122.468988
8706 1 7.1203 15.66466 123.893046
8707 1 8.54436 14.2406 122.468988
8708 1 9.96842 15.66466 123.893046
8709 1 11.39248 14.2406 122.468988
8710 1 12.81654 15.66466 123.893046
8711 1 14.2406 14.2406 122.468988
8712 1 15.66466 15.66466 123.893046
8713 1 17.08872 14.2406 122.468988
8714 1 18.51278 15.66466 123.893046
8715 1 19.93684 14.2406 122.468988
8716 1 21.3609 15.66466 123.893046
8717 1 22.78496 14.2406 122.468988
8718 1 24.20902 15.66466 123.893046
8719 1 25.63308 14.2406 122.468988
8720 1 27.05714 15.66466 123.893046
8721 1 0.0 17.08872 122.468988
8722 1 1.42406 18.51278 123.893046
8723 1 2.84812 17.08872 122.468988
8724 1 4.27218 18.51278 123.893046
8725 1 5.69624 17.08872 122.468988
8726 1 7.1203 18.51278 123.893046
8727 1 8.54436 17.08872 122.468988
8728 1 9.96842 18.51278 123.893046
8729 1 11.39248 17.08872 122.468988
8730 1 12.81654 18.51278 123.893046
8731 1 14.2406 17.08872 122.468988
8732 1 15.66466 18.51278 123.893046
8733 1 17.08872 17.08872 122.468988
8734 1 18.51278 18.51278 123.893046
8735 1 19.93684 17.08872 122.468988
8736 1 21.3609 18.51278 123.893046
8737 1 22.78496 17.08872 122.468988
8738 1 24.20902 18.51278 123.893046
8739 1 25.63308 17.08872 122.468988
8740 1 27.05714 18.51278 123.893046
8741 1 0.0 19.93684 122.468988
8742 1 1.42406 21.3609 123.893046
8743 1 2.84812 19.93684 122.468988
8744 1 4.27218 21.3609 123.893046
8745 1 5.69624 19.93684 122.468988
8746 1 7.1203 21.3609 123.893046
8747 1 8.54436 19.93684 122.468988
8748 1 9.96842 21.3609 123.893046
8749 1 11.39248 19.93684 122.468988
8750 1 12.81654 21.3609 123.893046
8751 1 14.2406 19.93684 122.468988
8752 1 15.66466 21.3609 123.893046
8753 1 17.08872 19.93684 122.468988
8754 1 18.51278 21.3609 123.893046
8755 1 19.93684 19.93684 122.468988
8756 1 21.3609 21.3609 123.893046
8757 1 22.78496 19.93684 122.468988
8758 1 24.20902 21.3609 123.893046
8759 1 25.63308 19.93684 122.468988
8760 1 27.05714 21.3609 123.893046
8761 1 0.0 22.78496 122.468988
8762 1 1.42406 24.20902 123.893046
8763 1 2.84812 22.78496 122.468988
8764 1 4.27218 24.20902 123.893046
8765 1 5.69624 22.78496 122.468988
8766 1 7.1203 24.20902 123.893046
8767 1 8.54436 22.78496 122.468988
8768 1 9.96842 24.20902 123.893046
8769 1 11.39248 22.78496 122.468988
8770 1 12.81654 24.20902 123.893046
8771 1 14.2406 22.78496 122.468988
8772 1 15.66466 24.20902 123.893046
8773 1 17.08872 22.78496 122.468988
8774 1 18.51278 24.20902 123.893046
8775 1 19.93684 22.78496 122.468988
8776 1 21.3609 24.20902 123.893046
8777 1 22.78496 22.78496 122.468988
8778 1 24.20902 24.20902 123.893046
8779 1 25.63308 22.78496 122.468988
8780 1 27.05714 24.20902 123.893046
8781 1 0.0 25.63308 122.468988
8782 1 1.42406 27.05714 123.893046
8783 1 2.84812 25.63308 122.468988
8784 1 4.27218 27.05714 123.893046
8785 1 5.69624 25.63308 122.468988
8786 1 7.1203 27.05714 123.893046
8787 1 8.54436 25.63308 122.468988
8788 1 9.96842 27.05714 123.893046
8789 1 11.39248 25.63308 122.468988
8790 1 12.81654 27.05714 123.893046
8791 1 14.2406 25.63308 122.468988
8792 1 15.66466 27.05714 123.893046
8793 1 17.08872 25.63308 122.468988
8794 1 18.51278 27.05714 123.893046
8795 1 19.93684 25.63308 122.468988
8796 1 21.3609 27.05714 123.893046
8797 1 22.78496 25.63308 122.468988
8798 1 24.20902 27.05714 123.893046
8799 1 25.63308 25.63308 122.468988
8800 1 27.05714 27.05714 123.893046
8801 1 0.0 0.0 125.317104
8802 1 1.42406 1.42406 126.741162
8803 1 2.84812 0.0 125.317104
8804 1 4.27218 1.42406 126.741162
8805 1 5.69624 0.0 125.317104
8806 1 7.1203 1.42406 126.741162
8807 1 8.54436 0.0 125.317104
8808 1 9.96842 1.42406 126.741162
8809 1 11.39248 0.0 125.317104
8810 1 12.81654 1.42406 126.741162
8811 1 14.2406 0.0 125.317104
8812 1 15.66466 1.42406 126.741162
8813 1 17.08872 0.0 125.317104
8814 1 18.51278 1.42406 126.741162
8815 1 19.93684 0.0 125.317104
8816 1 21.3609 1.42406 126.741162
8817 1 22.78496 0.0 125.317104
8818 1 24.20902 1.42406 126.741162
8819 1 25.63308 0.0 125.317104
8820 1 27.05714 1.42406 126.741162
8821 1 0.0 2.84812 125.317104
8822 1 1.42406 4.27218 126.741162
8823 1 2.84812 2.84812 125.317104
8824 1 4.27218 4.27218 126.741162
8825 1 5.69624 2.84812 125.317104
8826 1 7.1203 4.27218 126.741162
8827 1 8.54436 2.84812 125.317104
8828 1 9.96842 4.27218 126.741162
8829 1 11.39248 2.84812 125.317104
8830 1 12.81654 4.27218 126.741162
8831 1 14.2406 2.84812 125.317104
8832 1 15.66466 4.27218 126.741162
8833 1 17.08872 2.84812 125.317104
8834 1 18.51278 4.27218 126.741162
8835 1 19.93684 2.84812 125.317104
8836 1 21.3609 4.27218 126.741162
8837 1 22.78496 2.84812 125.317104
8838 1 24.20902 4.27218 126.741162
8839 1 25.63308 2.84812 125.317104
8840 1 27.05714 4.27218 126.741162
8841 1 0.0 5.69624 125.317104
8842 1 1.42406 7.1203 126.741162
8843 1 2.84812 5.69624 125.317104
8844 1 4.27218 7.1203 126.741162
8845 1 5.69624 5.69624 125.317104
8846 1 7.1203 7.1203 126.741162
8847 1 8.54436 5.69624 125.317104
8848 1 9.96842 7.1203 126.741162
8849 1 11.39248 5.69624 125.317104
8850 1 12.81654 7.1203 126.741162
8851 1 14.2406 5.69624 125.317104
8852 1 15.66466 7.1203 126.741162
8853 1 17.08872 5.69624 125.317104
8854 1 18.51278 7.1203 126.741162
8855 1 19.93684 5.69624 125.317104
8856 1 21.3609 7.1203 126.741162
8857 1 22.78496 5.69624 125.317104
8858 1 24.20902 7.1203 126.741162
8859 1 25.63308 5.69624 125.317104
8860 1 27.05714 7.1203 126.741162
8861 1 0.0 8.54436 125.317104
8862 1 1.42406 9.96842 126.741162
8863 1 2.84812 8.54436 125.317104
8864 1 4.27218 9.96842 126.741162
8865 1 5.69624 8.54436 125.317104
8866 1 7.1203 9.96842 126.741162
8867 1 8.54436 8.54436 125.317104
8868 1 9.96842 9.96842 126.741162
8869 1 11.39248 8.54436 125.317104
8870 1 12.81654 9.96842 126.741162
8871 1 14.2406 8.54436 125.317104
8872 1 15.66466 9.96842 126.741162
8873 1 17.08872 8.54436 125.317104
8874 1 18.51278 9.96842 126.741162
8875 1 19.93684 8.54436 125.317104
8876 1 21.3609 9.96842 126.741162
8877 1 22.78496 8.54436 125.317104
8878 1 24.20902 9.96842 126.741162
8879 1 25.63308 8.54436 125.317104
8880 1 27.05714 9.96842 126.741162
8881 1 0.0 11.39248 125.317104
8882 1 1.42406 12.81654 126.741162
8883 1 2.84812 11.39248 125.317104
8884 1 4.27218 12.81654 126.741162
8885 1 5.69624 11.39248 125.317104
8886 1 7.1203 12.81654 126.741162
8887 1 8.54436 11.39248 125.317104
8888 1 9.96842 12.81654 126.741162
8889 1 11.39248 11.39248 125.317104
8890 1 12.81654 12.81654 126.741162
8891 1 14.2406 11.39248 125.317104
8892 1 15.66466 12.81654 126.741162
8893 1 17.08872 11.39248 125.317104
8894 1 18.51278 12.81654 126.741162
8895 1 19.93684 11.39248 125.317104
8896 1 21.3609 12.81654 126.741162
8897 1 22.78496 11.39248 125.317104
8898 1 24.20902 12.81654 126.741162
8899 1 25.63308 11.39248 125.317104
8900 1 27.05714 12.81654 126.741162
8901 1 0.0 14.2406 125.317104
8902 1 1.42406 15.66466 126.741162
8903 1 2.84812 14.2406 125.317104
8904 1 4.27218 15.66466 126.741162
8905 1 5.69624 14.2406 125.317104
8906 1 7.1203 15.66466 126.741162
8907 1 8.54436 14.2406 125.317104
8908 1 9.96842 15.66466 126.741162
8909 1 11.39248 14.2406 125.317104
8910 1 12.81654 15.66466 126.741162
8911 1 14.2406 14.2406 125.317104
8912 1 15.66466 15.66466 126.741162
8913 1 17.08872 14.2406 125.317104
8914 1 18.51278 15.66466 126.741162
8915 1 19.93684 14.2406 125.317104
8916 1 21.3609 15.66466 126.741162
8917 1 22.78496 14.2406 125.317104
8918 1 24.20902 15.66466 126.741162
8919 1 25.63308 14.2406 125.317104
8920 1 27.05714 15.66466 126.741162
8921 1 0.0 17.08872 125.317104
8922 1 1.42406 18.51278 126.741162
8923 1 2.84812 17.08872 125.317104
8924 1 4.27218 18.51278 126.741162
8925 1 5.69624 17.08872 125.317104
8926 1 7.1203 18.51278 126.741162
8927 1 8.54436 17.08872 125.317104
8928 1 9.96842 18.51278 126.741162
8929 1 11.39248 17.08872 125.317104
8930 1 12.81654 18.51278 126.741162
8931 1 14.2406 17.08872 125.317104
8932 1 15.66466 18.51278 126.741162
8933 1 17.08872 17.08872 125.317104
8934 1 18.51278 18.51278 126.741162
8935 1 19.93684 17.08872 125.317104
8936 1 21.3609 18.51278 126.741162
8937 1 22.78496 17.08872 125.317104
8938 1 24.20902 18.51278 126.741162
8939 1 25.63308 17.08872 125.317104
8940 1 27.05714 18.51278 126.741162
8941 1 0.0 19.93684 125.317104
8942 1 1.42406 21.3609 126.741162
8943 1 2.84812 19.93684 125.317104
8944 1 4.27218 21.3609 126.741162
8945 1 5.69624 19.93684 125.317104
8946 1 7.1203 21.3609 126.741162
8947 1 8.54436 19.93684 125.317104
8948 1 9.96842 21.3609 126.741162
8949 1 11.39248 19.93684 125.317104
8950 1 12.81654 21.3609 126.741162
8951 1 14.2406 19.93684 125.317104
8952 1 15.66466 21.3609 126.741162
8953 1 17.08872 19.93684 125.317104
8954 1 18.51278 21.3609 126.741162
8955 1 19.93684 19.93684 125.317104
8956 1 21.3609 21.3609 126.741162
8957 1 22.78496 19.93684 125.317104
8958 1 24.20902 21.3609 126.741162
8959 1 25.63308 19.93684 125.317104
8960 1 27.05714 21.3609 126.741162
8961 1 0.0 22.78496 125.317104
8962 1 1.42406 24.20902 126.741162
8963 1 2.84812 22.78496 125.317104
8964 1 4.27218 24.20902 126.741162
8965 1 5.69624 22.78496 125.317104
8966 1 7.1203 24.20902 126.741162
8967 1 8.54436 22.78496 125.317104
8968 1 9.96842 24.20902 126.741162
8969 1 11.39248 22.78496 125.317104
8970 1 12.81654 24.20902 126.741162
8971 1 14.2406 22.78496 125.317104
8972 1 15.66466 24.20902 126.741162
8973 1 17.08872 22.78496 125.317104
8974 1 18.51278 24.20902 126.741162
8975 1 19.93684 22.78496 125.317104
8976 1 21.3609 24.20902 126.741162
8977 1 22.78496 22.78496 125.317104
8978 1 24.20902 24.20902 126.741162
8979 1 25.63308 22.78496 125.317104
8980 1 27.05714 24.20902 126.741162
8981 1 0.0 25.63308 125.317104
8982 1 1.42406 27.05714 126.741162
8983 1 2.84812 25.63308 125.317104
8984 1 4.27218 27.05714 126.741162
8985 1 5.69624 25.63308 125.317104
8986 1 7.1203 27.05714 126.741162
8987 1 8.54436 25.63308 125.317104
8988 1 9.96842 27.05714 126.741162
8989 1 11.39248 25.63308 125.317104
8990 1 12.81654 27.05714 126.741162
8991 1 14.2406 25.63308 125.317104
8992 1 15.66466 27.05714 126.741162
8993 1 17.08872 25.63308 125.317104
8994 1 18.51278 27.05714 126.741162
8995 1 19.93684 25.63308 125.317104
8996 1 21.3609 27.05714 126.741162
8997 1 22.78496 25.63308 125.317104
8998 1 24.20902 27.05714 126.741162
8999 1 25.63308 25.63308 125.317104
9000 1 27.05714 27.05714 126.741162
9001 1 0.0 0.0 128.16522
9002 1 1.42406 1.42406 129.589278
9003 1 2.84812 0.0 128.16522
9004 1 4.27218 1.42406 129.589278
9005 1 5.69624 0.0 128.16522
9006 1 7.1203 1.42406 129.589278
9007 1 8.54436 0.0 128.16522
9008 1 9.96842 1.42406 129.589278
9009 1 11.39248 0.0 128.16522
9010 1 12.81654 1.42406 129.589278
9011 1 14.2406 0.0 128.16522
9012 1 15.66466 1.42406 129.589278
9013 1 17.08872 0.0 128.16522
9014 1 18.51278 1.42406 129.589278
9015 1 19.93684 0.0 128.16522
9016 1 21.3609 1.42406 129.589278
9017 1 22.78496 0.0 128.16522
9018 1 24.20902 1.42406 129.589278
9019 1 25.63308 0.0 128.16522
9020 1 27.05714 1.42406 129.589278
9021 1 0.0 2.84812 128.16522
9022 1 1.42406 4.27218 129.589278
9023 1 2.84812 2.84812 128.16522
9024 1 4.27218 4.27218 129.589278
9025 1 5.69624 2.84812 128.16522
9026 1 7.1203 4.27218 129.589278
9027 1 8.54436 2.84812 128.16522
9028 1 9.96842 4.27218 129.589278
9029 1 11.39248 2.84812 128.16522
9030 1 12.81654 4.27218 129.589278
9031 1 14.2406 2.84812 128.16522
9032 1 15.66466 4.27218 129.589278
9033 1 17.08872 2.84812 128.16522
9034 1 18.51278 4.27218 129.589278
9035 1 19.93684 2.84812 128.16522
9036 1 21.3609 4.27218 129.589278
9037 1 22.78496 2.84812 128.16522
9038 1 24.20902 4.27218 129.589278
9039 1 25.63308 2.84812 128.16522
9040 1 27.05714 4.27218 129.589278
9041 1 0.0 5.69624 128.16522
9042 1 1.42406 7.1203 129.589278
9043 1 2.84812 5.69624 128.16522
9044 1 4.27218 7.1203 129.589278
9045 1 5.69624 5.69624 128.16522
9046 1 7.1203 7.1203 129.589278
9047 1 8.54436 5.69624 128.16522
9048 1 9.96842 7.1203 129.589278
9049 1 11.39248 5.69624 128.16522
9050 1 12.81654 7.1203 129.589278
9051 1 14.2406 5.69624 128.16522
9052 1 15.66466 7.1203 129.589278
9053 1 17.08872 5.69624 128.16522
9054 1 18.51278 7.1203 129.589278
9055 1 19.93684 5.69624 128.16522
9056 1 21.3609 7.1203 129.589278
9057 1 22.78496 5.69624 128.16522
9058 1 24.20902 7.1203 129.589278
9059 1 25.63308 5.69624 128.16522
9060 1 27.05714 7.1203 129.589278
9061 1 0.0 8.54436 128.16522
9062 1 1.42406 9.96842 129.589278
9063 1 2.84812 8.54436 128.16522
9064 1 4.27218 9.96842 129.589278
9065 1 5.69624 8.54436 128.16522
9066 1 7.1203 9.96842 129.589278
9067 1 8.54436 8.54436 128.16522
9068 1 9.96842 9.96842 129.589278
9069 1 11.39248 8.54436 128.16522
9070 1 12.81654 9.96842 129.589278
9071 1 14.2406 8.54436 128.16522
9072 1 15.66466 9.96842 129.589278
9073 1 17.08872 8.54436 128.16522
9074 1 18.51278 9.96842 129.589278
9075 1 19.93684 8.54436 128.16522
9076 1 21.3609 9.96842 129.589278
9077 1 22.78496 8.54436 128.16522
9078 1 24.20902 9.96842 129.589278
9079 1 25.63308 8.54436 128.16522
9080 1 27.05714 9.96842 129.589278
9081 1 0.0 11.39248 128.16522
9082 1 1.42406 12.81654 129.589278
9083 1 2.84812 11.39248 128.16522
9084 1 4.27218 12.81654 129.589278
9085 1 5.69624 11.39248 128.16522
9086 1 7.1203 12.81654 129.589278
9087 1 8.54436 11.39248 128.16522
9088 1 9.96842 12.81654 129.589278
9089 1 11.39248 11.39248 128.16522
9090 1 12.81654 12.81654 129.589278
9091 1 14.2406 11.39248 128.16522
9092 1 15.66466 12.81654 129.589278
9093 1 17.08872 11.39248 128.16522
9094 1 18.51278 12.81654 129.589278
9095 1 19.93684 11.39248 128.16522
9096 1 21.3609 12.81654 129.589278
9097 1 22.78496 11.39248 128.16522
9098 1 24.20902 12.81654 129.589278
9099 1 25.63308 11.39248 128.16522
9100 1 27.05714 12.81654 129.589278
9101 1 0.0 14.2406 128.16522
9102 1 1.42406 15.66466 129.589278
9103 1 2.84812 14.2406 128.16522
9104 1 4.27218 15.66466 129.589278
9105 1 5.69624 14.2406 128.16522
9106 1 7.1203 15.66466 129.589278
9107 1 8.54436 14.2406 128.16522
9108 1 9.96842 15.66466 129.589278
9109 1 11.39248 14.2406 128.16522
9110 1 12.81654 15.66466 129.589278
9111 1 14.2406 14.2406 128.16522
9112 1 15.66466 15.66466 129.589278
9113 1 17.08872 14.2406 128.16522
9114 1 18.51278 15.66466 129.589278
9115 1 19.93684 14.2406 128.16522
9116 1 21.3609 15.66466 129.589278
9117 1 22.78496 14.2406 128.16522
9118 1 24.20902 15.66466 129.589278
9119 1 25.63308 14.2406 128.16522
9120 1 27.05714 15.66466 129.589278
9121 1 0.0 17.08872 128.16522
9122 1 1.42406 18.51278 129.589278
9123 1 2.84812 17.08872 128.16522
9124 1 4.27218 18.51278 129.589278
9125 1 5.69624 17.08872 128.16522
9126 1 7.1203 18.51278 129.589278
9127 1 8.54436 17.08872 128.16522
9128 1 9.96842 18.51278 129.589278
9129 1 11.39248 17.08872 128.16522
9130 1 12.81654 18.51278 129.589278
9131 1 14.2406 17.08872 128.16522
9132 1 15.66466 18.51278 129.589278
9133 1 17.08872 17.08872 128.16522
9134 1 18.51278 18.51278 129.589278
9135 1 19.93684 17.08872 128.16522
9136 1 21.3609 18.51278 129.589278
9137 1 22.78496 17.08872 128.16522
9138 1 24.20902 18.51278 129.589278
9139 1 25.63308 17.08872 128.16522
9140 1 27.05714 18.51278 129.589278
9141 1 0.0 19.93684 128.16522
9142 1 1.42406 21.3609 129.589278
9143 1 2.84812 19.93684 128.16522
9144 1 4.27218 21.3609 129.589278
9145 1 5.69624 19.93684 128.16522
9146 1 7.1203 21.3609 129.589278
9147 1 8.54436 19.93684 128.16522
9148 1 9.96842 21.3609 129.589278
9149 1 11.39248 19.93684 128.16522
9150 1 12.81654 21.3609 129.589278
9151 1 14.2406 19.93684 128.16522
9152 1 15.66466 21.3609 129.589278
9153 1 17.08872 19.93684 128.16522
9154 1 18.51278 21.3609 129.589278
9155 1 19.93684 19.93684 128.16522
9156 1 21.3609 21.3609 129.589278
9157 1 22.78496 19.93684 128.16522
9158 1 24.20902 21.3609 129.589278
9159 1 25.63308 19.93684 128.16522
9160 1 27.05714 21.3609 129.589278
9161 1 0.0 22.78496 128.16522
9162 1 1.42406 24.20902 129.589278
9163 1 2.84812 22.78496 128.16522
9164 1 4.27218 24.20902 129.589278
9165 1 5.69624 22.78496 128.16522
9166 1 7.1203 24.20902 129.589278
9167 1 8.54436 22.78496 128.16522
9168 1 9.96842 24.20902 129.589278
9169 1 11.39248 22.78496 128.16522
9170 1 12.81654 24.20902 129.589278
9171 1 14.2406 22.78496 128.16522
9172 1 15.66466 24.20902 129.589278
9173 1 17.08872 22.78496 128.16522
9174 1 18.51278 24.20902 129.589278
9175 1 19.93684 22.78496 128.16522
9176 1 21.3609 24.20902 129.589278
9177 1 22.78496 22.78496 128.16522
9178 1 24.20902 24.20902 129.589278
9179 1 25.63308 22.78496 128.16522
9180 1 27.05714 24.20902 129.589278
9181 1 0.0 25.63308 128.16522
9182 1 1.42406 27.05714 129.589278
9183 1 2.84812 25.63308 128.16522
9184 1 4.27218 27.05714 129.589278
9185 1 5.69624 25.63308 128.16522
9186 1 7.1203 27.05714 129.589278
9187 1 8.54436 25.63308 128.16522
9188 1 9.96842 27.05714 129.589278
9189 1 11.39248 25.63308 128.16522
9190 1 12.81654 27.05714 129.589278
9191 1 14.2406 25.63308 128.16522
9192 1 15.66466 27.05714 129.589278
9193 1 17.08872 25.63308 128.16522
9194 1 18.51278 27.05714 129.589278
9195 1 19.93684 25.63308 128.16522
9196 1 21.3609 27.05714 129.589278
9197 1 22.78496 25.63308 128.16522
9198 1 24.20902 27.05714 129.589278
9199 1 25.63308 25.63308 128.16522
9200 1 27.05714 27.05714 129.589278
9201 1 0.0 0.0 131.013336
9202 1 1.42406 1.42406 132.437394
9203 1 2.84812 0.0 131.013336
9204 1 4.27218 1.42406 132.437394
9205 1 5.69624 0.0 131.013336
9206 1 7.1203 1.42406 132.437394
9207 1 8.54436 0.0 131.013336
9208 1 9.96842 1.42406 132.437394
9209 1 11.39248 0.0 131.013336
9210 1 12.81654 1.42406 132.437394
9211 1 14.2406 0.0 131.013336
9212 1 15.66466 1.42406 132.437394
9213 1 17.08872 0.0 131.013336
9214 1 18.51278 1.42406 132.437394
9215 1 19.93684 0.0 131.013336
9216 1 21.3609 1.42406 132.437394
9217 1 22.78496 0.0 131.013336
9218 1 24.20902 1.42406 132.437394
9219 1 25.63308 0.0 131.013336
9220 1 27.05714 1.42406 132.437394
9221 1 0.0 2.84812 131.013336
9222 1 1.42406 4.27218 132.437394
9223 1 2.84812 2.84812 131.013336
9224 1 4.27218 4.27218 132.437394
9225 1 5.69624 2.84812 131.013336
9226 1 7.1203 4.27218 132.437394
9227 1 8.54436 2.84812 131.013336
9228 1 9.96842 4.27218 132.437394
9229 1 11.39248 2.84812 131.013336
9230 1 12.81654 4.27218 132.437394
9231 1 14.2406 2.84812 131.013336
9232 1 15.66466 4.27218 132.437394
9233 1 17.08872 2.84812 131.013336
9234 1 18.51278 4.27218 132.437394
9235 1 19.93684 2.84812 131.013336
9236 1 21.3609 4.27218 132.437394
9237 1 22.78496 2.84812 131.013336
9238 1 24.20902 4.27218 132.437394
9239 1 25.63308 2.84812 131.013336
9240 1 27.05714 4.27218 132.437394
9241 1 0.0 5.69624 131.013336
9242 1 1.42406 7.1203 132.437394
9243 1 2.84812 5.69624 131.013336
9244 1 4.27218 7.1203 132.437394
9245 1 5.69624 5.69624 131.013336
9246 1 7.1203 7.1203 132.437394
9247 1 8.54436 5.69624 131.013336
9248 1 9.96842 7.1203 132.437394
9249 1 11.39248 5.69624 131.013336
9250 1 12.81654 7.1203 132.437394
9251 1 14.2406 5.69624 131.013336
9252 1 15.66466 7.1203 132.437394
9253 1 17.08872 5.69624 131.013336
9254 1 18.51278 7.1203 132.437394
9255 1 19.93684 5.69624 131.013336
9256 1 21.3609 7.1203 132.437394
9257 1 22.78496 5.69624 131.013336
9258 1 24.20902 7.1203 132.437394
9259 1 25.63308 5.69624 131.013336
9260 1 27.05714 7.1203 132.437394
9261 1 0.0 8.54436 131.013336
