a b c d e
9262 1 1.42406 9.96842 132.437394
9263 1 2.84812 8.54436 131.013336
9264 1 4.27218 9.96842 132.437394
9265 1 5.69624 8.54436 131.013336
9266 1 7.1203 9.96842 132.437394
9267 1 8.54436 8.54436 131.013336
9268 1 9.96842 9.96842 132.437394
9269 1 11.39248 8.54436 131.013336
9270 1 12.81654 9.96842 132.437394
9271 1 14.2406 8.54436 131.013336
9272 1 15.66466 9.96842 132.437394
9273 1 17.08872 8.54436 131.013336
9274 1 18.51278 9.96842 132.437394
9275 1 19.93684 8.54436 131.013336
9276 1 21.3609 9.96842 132.437394
9277 1 22.78496 8.54436 131.013336
9278 1 24.20902 9.96842 132.437394
9279 1 25.63308 8.54436 131.013336
9280 1 27.05714 9.96842 132.437394
9281 1 0.0 11.39248 131.013336
9282 1 1.42406 12.81654 132.437394
9283 1 2.84812 11.39248 131.013336
9284 1 4.27218 12.81654 132.437394
9285 1 5.69624 11.39248 131.013336
9286 1 7.1203 12.81654 132.437394
9287 1 8.54436 11.39248 131.013336
9288 1 9.96842 12.81654 132.437394
9289 1 11.39248 11.39248 131.013336
9290 1 12.81654 12.81654 132.437394
9291 1 14.2406 11.39248 131.013336
9292 1 15.66466 12.81654 132.437394
9293 1 17.08872 11.39248 131.013336
9294 1 18.51278 12.81654 132.437394
9295 1 19.93684 11.39248 131.013336
9296 1 21.3609 12.81654 132.437394
9297 1 22.78496 11.39248 131.013336
9298 1 24.20902 12.81654 132.437394
9299 1 25.63308 11.39248 131.013336
9300 1 27.05714 12.81654 132.437394
9301 1 0.0 14.2406 131.013336
9302 1 1.42406 15.66466 132.437394
9303 1 2.84812 14.2406 131.013336
9304 1 4.27218 15.66466 132.437394
9305 1 5.69624 14.2406 131.013336
9306 1 7.1203 15.66466 132.437394
9307 1 8.54436 14.2406 131.013336
9308 1 9.96842 15.66466 132.437394
9309 1 11.39248 14.2406 131.013336
9310 1 12.81654 15.66466 132.437394
9311 1 14.2406 14.2406 131.013336
9312 1 15.66466 15.66466 132.437394
9313 1 17.08872 14.2406 131.013336
9314 1 18.51278 15.66466 132.437394
9315 1 19.93684 14.2406 131.013336
9316 1 21.3609 15.66466 132.437394
9317 1 22.78496 14.2406 131.013336
9318 1 24.20902 15.66466 132.437394
9319 1 25.63308 14.2406 131.013336
9320 1 27.05714 15.66466 132.437394
9321 1 0.0 17.08872 131.013336
9322 1 1.42406 18.51278 132.437394
9323 1 2.84812 17.08872 131.013336
9324 1 4.27218 18.51278 132.437394
9325 1 5.69624 17.08872 131.013336
9326 1 7.1203 18.51278 132.437394
9327 1 8.54436 17.08872 131.013336
9328 1 9.96842 18.51278 132.437394
9329 1 11.39248 17.08872 131.013336
9330 1 12.81654 18.51278 132.437394
9331 1 14.2406 17.08872 131.013336
9332 1 15.66466 18.51278 132.437394
9333 1 17.08872 17.08872 131.013336
9334 1 18.51278 18.51278 132.437394
9335 1 19.93684 17.08872 131.013336
9336 1 21.3609 18.51278 132.437394
9337 1 22.78496 17.08872 131.013336
9338 1 24.20902 18.51278 132.437394
9339 1 25.63308 17.08872 131.013336
9340 1 27.05714 18.51278 132.437394
9341 1 0.0 19.93684 131.013336
9342 1 1.42406 21.3609 132.437394
9343 1 2.84812 19.93684 131.013336
9344 1 4.27218 21.3609 132.437394
9345 1 5.69624 19.93684 131.013336
9346 1 7.1203 21.3609 132.437394
9347 1 8.54436 19.93684 131.013336
9348 1 9.96842 21.3609 132.437394
9349 1 11.39248 19.93684 131.013336
9350 1 12.81654 21.3609 132.437394
9351 1 14.2406 19.93684 131.013336
9352 1 15.66466 21.3609 132.437394
9353 1 17.08872 19.93684 131.013336
9354 1 18.51278 21.3609 132.437394
9355 1 19.93684 19.93684 131.013336
9356 1 21.3609 21.3609 132.437394
9357 1 22.78496 19.93684 131.013336
9358 1 24.20902 21.3609 132.437394
9359 1 25.63308 19.93684 131.013336
9360 1 27.05714 21.3609 132.437394
9361 1 0.0 22.78496 131.013336
9362 1 1.42406 24.20902 132.437394
9363 1 2.84812 22.78496 131.013336
9364 1 4.27218 24.20902 132.437394
9365 1 5.69624 22.78496 131.013336
9366 1 7.1203 24.20902 132.437394
9367 1 8.54436 22.78496 131.013336
9368 1 9.96842 24.20902 132.437394
9369 1 11.39248 22.78496 131.013336
9370 1 12.81654 24.20902 132.437394
9371 1 14.2406 22.78496 131.013336
9372 1 15.66466 24.20902 132.437394
9373 1 17.08872 22.78496 131.013336
9374 1 18.51278 24.20902 132.437394
9375 1 19.93684 22.78496 131.013336
9376 1 21.3609 24.20902 132.437394
9377 1 22.78496 22.78496 131.013336
9378 1 24.20902 24.20902 132.437394
9379 1 25.63308 22.78496 131.013336
9380 1 27.05714 24.20902 132.437394
9381 1 0.0 25.63308 131.013336
9382 1 1.42406 27.05714 132.437394
9383 1 2.84812 25.63308 131.013336
9384 1 4.27218 27.05714 132.437394
9385 1 5.69624 25.63308 131.013336
9386 1 7.1203 27.05714 132.437394
9387 1 8.54436 25.63308 131.013336
9388 1 9.96842 27.05714 132.437394
9389 1 11.39248 25.63308 131.013336
9390 1 12.81654 27.05714 132.437394
9391 1 14.2406 25.63308 131.013336
9392 1 15.66466 27.05714 132.437394
9393 1 17.08872 25.63308 131.013336
9394 1 18.51278 27.05714 132.437394
9395 1 19.93684 25.63308 131.013336
9396 1 21.3609 27.05714 132.437394
9397 1 22.78496 25.63308 131.013336
9398 1 24.20902 27.05714 132.437394
9399 1 25.63308 25.63308 131.013336
9400 1 27.05714 27.05714 132.437394
9401 1 0.0 0.0 133.861452
9402 1 1.42406 1.42406 135.28551
9403 1 2.84812 0.0 133.861452
9404 1 4.27218 1.42406 135.28551
9405 1 5.69624 0.0 133.861452
9406 1 7.1203 1.42406 135.28551
9407 1 8.54436 0.0 133.861452
9408 1 9.96842 1.42406 135.28551
9409 1 11.39248 0.0 133.861452
9410 1 12.81654 1.42406 135.28551
9411 1 14.2406 0.0 133.861452
9412 1 15.66466 1.42406 135.28551
9413 1 17.08872 0.0 133.861452
9414 1 18.51278 1.42406 135.28551
9415 1 19.93684 0.0 133.861452
9416 1 21.3609 1.42406 135.28551
9417 1 22.78496 0.0 133.861452
9418 1 24.20902 1.42406 135.28551
9419 1 25.63308 0.0 133.861452
9420 1 27.05714 1.42406 135.28551
9421 1 0.0 2.84812 133.861452
9422 1 1.42406 4.27218 135.28551
9423 1 2.84812 2.84812 133.861452
9424 1 4.27218 4.27218 135.28551
9425 1 5.69624 2.84812 133.861452
9426 1 7.1203 4.27218 135.28551
9427 1 8.54436 2.84812 133.861452
9428 1 9.96842 4.27218 135.28551
9429 1 11.39248 2.84812 133.861452
9430 1 12.81654 4.27218 135.28551
9431 1 14.2406 2.84812 133.861452
9432 1 15.66466 4.27218 135.28551
9433 1 17.08872 2.84812 133.861452
9434 1 18.51278 4.27218 135.28551
9435 1 19.93684 2.84812 133.861452
9436 1 21.3609 4.27218 135.28551
9437 1 22.78496 2.84812 133.861452
9438 1 24.20902 4.27218 135.28551
9439 1 25.63308 2.84812 133.861452
9440 1 27.05714 4.27218 135.28551
9441 1 0.0 5.69624 133.861452
9442 1 1.42406 7.1203 135.28551
9443 1 2.84812 5.69624 133.861452
9444 1 4.27218 7.1203 135.28551
9445 1 5.69624 5.69624 133.861452
9446 1 7.1203 7.1203 135.28551
9447 1 8.54436 5.69624 133.861452
9448 1 9.96842 7.1203 135.28551
9449 1 11.39248 5.69624 133.861452
9450 1 12.81654 7.1203 135.28551
9451 1 14.2406 5.69624 133.861452
9452 1 15.66466 7.1203 135.28551
9453 1 17.08872 5.69624 133.861452
9454 1 18.51278 7.1203 135.28551
9455 1 19.93684 5.69624 133.861452
9456 1 21.3609 7.1203 135.28551
9457 1 22.78496 5.69624 133.861452
9458 1 24.20902 7.1203 135.28551
9459 1 25.63308 5.69624 133.861452
9460 1 27.05714 7.1203 135.28551
9461 1 0.0 8.54436 133.861452
9462 1 1.42406 9.96842 135.28551
9463 1 2.84812 8.54436 133.861452
9464 1 4.27218 9.96842 135.28551
9465 1 5.69624 8.54436 133.861452
9466 1 7.1203 9.96842 135.28551
9467 1 8.54436 8.54436 133.861452
9468 1 9.96842 9.96842 135.28551
9469 1 11.39248 8.54436 133.861452
9470 1 12.81654 9.96842 135.28551
9471 1 14.2406 8.54436 133.861452
9472 1 15.66466 9.96842 135.28551
9473 1 17.08872 8.54436 133.861452
9474 1 18.51278 9.96842 135.28551
9475 1 19.93684 8.54436 133.861452
9476 1 21.3609 9.96842 135.28551
9477 1 22.78496 8.54436 133.861452
9478 1 24.20902 9.96842 135.28551
9479 1 25.63308 8.54436 133.861452
9480 1 27.05714 9.96842 135.28551
9481 1 0.0 11.39248 133.861452
9482 1 1.42406 12.81654 135.28551
9483 1 2.84812 11.39248 133.861452
9484 1 4.27218 12.81654 135.28551
9485 1 5.69624 11.39248 133.861452
9486 1 7.1203 12.81654 135.28551
9487 1 8.54436 11.39248 133.861452
9488 1 9.96842 12.81654 135.28551
9489 1 11.39248 11.39248 133.861452
9490 1 12.81654 12.81654 135.28551
9491 1 14.2406 11.39248 133.861452
9492 1 15.66466 12.81654 135.28551
9493 1 17.08872 11.39248 133.861452
9494 1 18.51278 12.81654 135.28551
9495 1 19.93684 11.39248 133.861452
9496 1 21.3609 12.81654 135.28551
9497 1 22.78496 11.39248 133.861452
9498 1 24.20902 12.81654 135.28551
9499 1 25.63308 11.39248 133.861452
9500 1 27.05714 12.81654 135.28551
9501 1 0.0 14.2406 133.861452
9502 1 1.42406 15.66466 135.28551
9503 1 2.84812 14.2406 133.861452
9504 1 4.27218 15.66466 135.28551
9505 1 5.69624 14.2406 133.861452
9506 1 7.1203 15.66466 135.28551
9507 1 8.54436 14.2406 133.861452
9508 1 9.96842 15.66466 135.28551
9509 1 11.39248 14.2406 133.861452
9510 1 12.81654 15.66466 135.28551
9511 1 14.2406 14.2406 133.861452
9512 1 15.66466 15.66466 135.28551
9513 1 17.08872 14.2406 133.861452
9514 1 18.51278 15.66466 135.28551
9515 1 19.93684 14.2406 133.861452
9516 1 21.3609 15.66466 135.28551
9517 1 22.78496 14.2406 133.861452
9518 1 24.20902 15.66466 135.28551
9519 1 25.63308 14.2406 133.861452
9520 1 27.05714 15.66466 135.28551
9521 1 0.0 17.08872 133.861452
9522 1 1.42406 18.51278 135.28551
9523 1 2.84812 17.08872 133.861452
9524 1 4.27218 18.51278 135.28551
9525 1 5.69624 17.08872 133.861452
9526 1 7.1203 18.51278 135.28551
9527 1 8.54436 17.08872 133.861452
9528 1 9.96842 18.51278 135.28551
9529 1 11.39248 17.08872 133.861452
9530 1 12.81654 18.51278 135.28551
9531 1 14.2406 17.08872 133.861452
9532 1 15.66466 18.51278 135.28551
9533 1 17.08872 17.08872 133.861452
9534 1 18.51278 18.51278 135.28551
9535 1 19.93684 17.08872 133.861452
9536 1 21.3609 18.51278 135.28551
9537 1 22.78496 17.08872 133.861452
9538 1 24.20902 18.51278 135.28551
9539 1 25.63308 17.08872 133.861452
9540 1 27.05714 18.51278 135.28551
9541 1 0.0 19.93684 133.861452
9542 1 1.42406 21.3609 135.28551
9543 1 2.84812 19.93684 133.861452
9544 1 4.27218 21.3609 135.28551
9545 1 5.69624 19.93684 133.861452
9546 1 7.1203 21.3609 135.28551
9547 1 8.54436 19.93684 133.861452
9548 1 9.96842 21.3609 135.28551
9549 1 11.39248 19.93684 133.861452
9550 1 12.81654 21.3609 135.28551
9551 1 14.2406 19.93684 133.861452
9552 1 15.66466 21.3609 135.28551
9553 1 17.08872 19.93684 133.861452
9554 1 18.51278 21.3609 135.28551
9555 1 19.93684 19.93684 133.861452
9556 1 21.3609 21.3609 135.28551
9557 1 22.78496 19.93684 133.861452
9558 1 24.20902 21.3609 135.28551
9559 1 25.63308 19.93684 133.861452
9560 1 27.05714 21.3609 135.28551
9561 1 0.0 22.78496 133.861452
9562 1 1.42406 24.20902 135.28551
9563 1 2.84812 22.78496 133.861452
9564 1 4.27218 24.20902 135.28551
9565 1 5.69624 22.78496 133.861452
9566 1 7.1203 24.20902 135.28551
9567 1 8.54436 22.78496 133.861452
9568 1 9.96842 24.20902 135.28551
9569 1 11.39248 22.78496 133.861452
9570 1 12.81654 24.20902 135.28551
9571 1 14.2406 22.78496 133.861452
9572 1 15.66466 24.20902 135.28551
9573 1 17.08872 22.78496 133.861452
9574 1 18.51278 24.20902 135.28551
9575 1 19.93684 22.78496 133.861452
9576 1 21.3609 24.20902 135.28551
9577 1 22.78496 22.78496 133.861452
9578 1 24.20902 24.20902 135.28551
9579 1 25.63308 22.78496 133.861452
9580 1 27.05714 24.20902 135.28551
9581 1 0.0 25.63308 133.861452
9582 1 1.42406 27.05714 135.28551
9583 1 2.84812 25.63308 133.861452
9584 1 4.27218 27.05714 135.28551
9585 1 5.69624 25.63308 133.861452
9586 1 7.1203 27.05714 135.28551
9587 1 8.54436 25.63308 133.861452
9588 1 9.96842 27.05714 135.28551
9589 1 11.39248 25.63308 133.861452
9590 1 12.81654 27.05714 135.28551
9591 1 14.2406 25.63308 133.861452
9592 1 15.66466 27.05714 135.28551
9593 1 17.08872 25.63308 133.861452
9594 1 18.51278 27.05714 135.28551
9595 1 19.93684 25.63308 133.861452
9596 1 21.3609 27.05714 135.28551
9597 1 22.78496 25.63308 133.861452
9598 1 24.20902 27.05714 135.28551
9599 1 25.63308 25.63308 133.861452
9600 1 27.05714 27.05714 135.28551
9601 1 0.0 0.0 136.709568
9602 1 1.42406 1.42406 138.133626
9603 1 2.84812 0.0 136.709568
9604 1 4.27218 1.42406 138.133626
9605 1 5.69624 0.0 136.709568
9606 1 7.1203 1.42406 138.133626
9607 1 8.54436 0.0 136.709568
9608 1 9.96842 1.42406 138.133626
9609 1 11.39248 0.0 136.709568
9610 1 12.81654 1.42406 138.133626
9611 1 14.2406 0.0 136.709568
9612 1 15.66466 1.42406 138.133626
9613 1 17.08872 0.0 136.709568
9614 1 18.51278 1.42406 138.133626
9615 1 19.93684 0.0 136.709568
9616 1 21.3609 1.42406 138.133626
9617 1 22.78496 0.0 136.709568
9618 1 24.20902 1.42406 138.133626
9619 1 25.63308 0.0 136.709568
9620 1 27.05714 1.42406 138.133626
9621 1 0.0 2.84812 136.709568
9622 1 1.42406 4.27218 138.133626
9623 1 2.84812 2.84812 136.709568
9624 1 4.27218 4.27218 138.133626
9625 1 5.69624 2.84812 136.709568
9626 1 7.1203 4.27218 138.133626
9627 1 8.54436 2.84812 136.709568
9628 1 9.96842 4.27218 138.133626
9629 1 11.39248 2.84812 136.709568
9630 1 12.81654 4.27218 138.133626
9631 1 14.2406 2.84812 136.709568
9632 1 15.66466 4.27218 138.133626
9633 1 17.08872 2.84812 136.709568
9634 1 18.51278 4.27218 138.133626
9635 1 19.93684 2.84812 136.709568
9636 1 21.3609 4.27218 138.133626
9637 1 22.78496 2.84812 136.709568
9638 1 24.20902 4.27218 138.133626
9639 1 25.63308 2.84812 136.709568
9640 1 27.05714 4.27218 138.133626
9641 1 0.0 5.69624 136.709568
9642 1 1.42406 7.1203 138.133626
9643 1 2.84812 5.69624 136.709568
9644 1 4.27218 7.1203 138.133626
9645 1 5.69624 5.69624 136.709568
9646 1 7.1203 7.1203 138.133626
9647 1 8.54436 5.69624 136.709568
9648 1 9.96842 7.1203 138.133626
9649 1 11.39248 5.69624 136.709568
9650 1 12.81654 7.1203 138.133626
9651 1 14.2406 5.69624 136.709568
9652 1 15.66466 7.1203 138.133626
9653 1 17.08872 5.69624 136.709568
9654 1 18.51278 7.1203 138.133626
9655 1 19.93684 5.69624 136.709568
9656 1 21.3609 7.1203 138.133626
9657 1 22.78496 5.69624 136.709568
9658 1 24.20902 7.1203 138.133626
9659 1 25.63308 5.69624 136.709568
9660 1 27.05714 7.1203 138.133626
9661 1 0.0 8.54436 136.709568
9662 1 1.42406 9.96842 138.133626
9663 1 2.84812 8.54436 136.709568
9664 1 4.27218 9.96842 138.133626
9665 1 5.69624 8.54436 136.709568
9666 1 7.1203 9.96842 138.133626
9667 1 8.54436 8.54436 136.709568
9668 1 9.96842 9.96842 138.133626
9669 1 11.39248 8.54436 136.709568
9670 1 12.81654 9.96842 138.133626
9671 1 14.2406 8.54436 136.709568
9672 1 15.66466 9.96842 138.133626
9673 1 17.08872 8.54436 136.709568
9674 1 18.51278 9.96842 138.133626
9675 1 19.93684 8.54436 136.709568
9676 1 21.3609 9.96842 138.133626
9677 1 22.78496 8.54436 136.709568
9678 1 24.20902 9.96842 138.133626
9679 1 25.63308 8.54436 136.709568
9680 1 27.05714 9.96842 138.133626
9681 1 0.0 11.39248 136.709568
9682 1 1.42406 12.81654 138.133626
9683 1 2.84812 11.39248 136.709568
9684 1 4.27218 12.81654 138.133626
9685 1 5.69624 11.39248 136.709568
9686 1 7.1203 12.81654 138.133626
9687 1 8.54436 11.39248 136.709568
9688 1 9.96842 12.81654 138.133626
9689 1 11.39248 11.39248 136.709568
9690 1 12.81654 12.81654 138.133626
9691 1 14.2406 11.39248 136.709568
9692 1 15.66466 12.81654 138.133626
9693 1 17.08872 11.39248 136.709568
9694 1 18.51278 12.81654 138.133626
9695 1 19.93684 11.39248 136.709568
9696 1 21.3609 12.81654 138.133626
9697 1 22.78496 11.39248 136.709568
9698 1 24.20902 12.81654 138.133626
9699 1 25.63308 11.39248 136.709568
9700 1 27.05714 12.81654 138.133626
9701 1 0.0 14.2406 136.709568
9702 1 1.42406 15.66466 138.133626
9703 1 2.84812 14.2406 136.709568
9704 1 4.27218 15.66466 138.133626
9705 1 5.69624 14.2406 136.709568
9706 1 7.1203 15.66466 138.133626
9707 1 8.54436 14.2406 136.709568
9708 1 9.96842 15.66466 138.133626
9709 1 11.39248 14.2406 136.709568
9710 1 12.81654 15.66466 138.133626
9711 1 14.2406 14.2406 136.709568
9712 1 15.66466 15.66466 138.133626
9713 1 17.08872 14.2406 136.709568
9714 1 18.51278 15.66466 138.133626
9715 1 19.93684 14.2406 136.709568
9716 1 21.3609 15.66466 138.133626
9717 1 22.78496 14.2406 136.709568
9718 1 24.20902 15.66466 138.133626
9719 1 25.63308 14.2406 136.709568
9720 1 27.05714 15.66466 138.133626
9721 1 0.0 17.08872 136.709568
9722 1 1.42406 18.51278 138.133626
9723 1 2.84812 17.08872 136.709568
9724 1 4.27218 18.51278 138.133626
9725 1 5.69624 17.08872 136.709568
9726 1 7.1203 18.51278 138.133626
9727 1 8.54436 17.08872 136.709568
9728 1 9.96842 18.51278 138.133626
9729 1 11.39248 17.08872 136.709568
9730 1 12.81654 18.51278 138.133626
9731 1 14.2406 17.08872 136.709568
9732 1 15.66466 18.51278 138.133626
9733 1 17.08872 17.08872 136.709568
9734 1 18.51278 18.51278 138.133626
9735 1 19.93684 17.08872 136.709568
9736 1 21.3609 18.51278 138.133626
9737 1 22.78496 17.08872 136.709568
9738 1 24.20902 18.51278 138.133626
9739 1 25.63308 17.08872 136.709568
9740 1 27.05714 18.51278 138.133626
9741 1 0.0 19.93684 136.709568
9742 1 1.42406 21.3609 138.133626
9743 1 2.84812 19.93684 136.709568
9744 1 4.27218 21.3609 138.133626
9745 1 5.69624 19.93684 136.709568
9746 1 7.1203 21.3609 138.133626
9747 1 8.54436 19.93684 136.709568
9748 1 9.96842 21.3609 138.133626
9749 1 11.39248 19.93684 136.709568
9750 1 12.81654 21.3609 138.133626
9751 1 14.2406 19.93684 136.709568
9752 1 15.66466 21.3609 138.133626
9753 1 17.08872 19.93684 136.709568
9754 1 18.51278 21.3609 138.133626
9755 1 19.93684 19.93684 136.709568
9756 1 21.3609 21.3609 138.133626
9757 1 22.78496 19.93684 136.709568
9758 1 24.20902 21.3609 138.133626
9759 1 25.63308 19.93684 136.709568
9760 1 27.05714 21.3609 138.133626
9761 1 0.0 22.78496 136.709568
9762 1 1.42406 24.20902 138.133626
9763 1 2.84812 22.78496 136.709568
9764 1 4.27218 24.20902 138.133626
9765 1 5.69624 22.78496 136.709568
9766 1 7.1203 24.20902 138.133626
9767 1 8.54436 22.78496 136.709568
9768 1 9.96842 24.20902 138.133626
9769 1 11.39248 22.78496 136.709568
9770 1 12.81654 24.20902 138.133626
9771 1 14.2406 22.78496 136.709568
9772 1 15.66466 24.20902 138.133626
9773 1 17.08872 22.78496 136.709568
9774 1 18.51278 24.20902 138.133626
9775 1 19.93684 22.78496 136.709568
9776 1 21.3609 24.20902 138.133626
9777 1 22.78496 22.78496 136.709568
9778 1 24.20902 24.20902 138.133626
9779 1 25.63308 22.78496 136.709568
9780 1 27.05714 24.20902 138.133626
9781 1 0.0 25.63308 136.709568
9782 1 1.42406 27.05714 138.133626
9783 1 2.84812 25.63308 136.709568
9784 1 4.27218 27.05714 138.133626
9785 1 5.69624 25.63308 136.709568
9786 1 7.1203 27.05714 138.133626
9787 1 8.54436 25.63308 136.709568
9788 1 9.96842 27.05714 138.133626
9789 1 11.39248 25.63308 136.709568
9790 1 12.81654 27.05714 138.133626
9791 1 14.2406 25.63308 136.709568
9792 1 15.66466 27.05714 138.133626
9793 1 17.08872 25.63308 136.709568
9794 1 18.51278 27.05714 138.133626
9795 1 19.93684 25.63308 136.709568
9796 1 21.3609 27.05714 138.133626
9797 1 22.78496 25.63308 136.709568
9798 1 24.20902 27.05714 138.133626
9799 1 25.63308 25.63308 136.709568
9800 1 27.05714 27.05714 138.133626
9801 1 0.0 0.0 139.557684
9802 1 1.42406 1.42406 140.981742
9803 1 2.84812 0.0 139.557684
9804 1 4.27218 1.42406 140.981742
9805 1 5.69624 0.0 139.557684
9806 1 7.1203 1.42406 140.981742
9807 1 8.54436 0.0 139.557684
9808 1 9.96842 1.42406 140.981742
9809 1 11.39248 0.0 139.557684
9810 1 12.81654 1.42406 140.981742
9811 1 14.2406 0.0 139.557684
9812 1 15.66466 1.42406 140.981742
9813 1 17.08872 0.0 139.557684
9814 1 18.51278 1.42406 140.981742
9815 1 19.93684 0.0 139.557684
9816 1 21.3609 1.42406 140.981742
9817 1 22.78496 0.0 139.557684
9818 1 24.20902 1.42406 140.981742
9819 1 25.63308 0.0 139.557684
9820 1 27.05714 1.42406 140.981742
9821 1 0.0 2.84812 139.557684
9822 1 1.42406 4.27218 140.981742
9823 1 2.84812 2.84812 139.557684
9824 1 4.27218 4.27218 140.981742
9825 1 5.69624 2.84812 139.557684
9826 1 7.1203 4.27218 140.981742
9827 1 8.54436 2.84812 139.557684
9828 1 9.96842 4.27218 140.981742
9829 1 11.39248 2.84812 139.557684
9830 1 12.81654 4.27218 140.981742
9831 1 14.2406 2.84812 139.557684
9832 1 15.66466 4.27218 140.981742
9833 1 17.08872 2.84812 139.557684
9834 1 18.51278 4.27218 140.981742
9835 1 19.93684 2.84812 139.557684
9836 1 21.3609 4.27218 140.981742
9837 1 22.78496 2.84812 139.557684
9838 1 24.20902 4.27218 140.981742
9839 1 25.63308 2.84812 139.557684
9840 1 27.05714 4.27218 140.981742
9841 1 0.0 5.69624 139.557684
9842 1 1.42406 7.1203 140.981742
9843 1 2.84812 5.69624 139.557684
9844 1 4.27218 7.1203 140.981742
9845 1 5.69624 5.69624 139.557684
9846 1 7.1203 7.1203 140.981742
9847 1 8.54436 5.69624 139.557684
9848 1 9.96842 7.1203 140.981742
9849 1 11.39248 5.69624 139.557684
9850 1 12.81654 7.1203 140.981742
9851 1 14.2406 5.69624 139.557684
9852 1 15.66466 7.1203 140.981742
9853 1 17.08872 5.69624 139.557684
9854 1 18.51278 7.1203 140.981742
9855 1 19.93684 5.69624 139.557684
9856 1 21.3609 7.1203 140.981742
9857 1 22.78496 5.69624 139.557684
9858 1 24.20902 7.1203 140.981742
9859 1 25.63308 5.69624 139.557684
9860 1 27.05714 7.1203 140.981742
9861 1 0.0 8.54436 139.557684
9862 1 1.42406 9.96842 140.981742
9863 1 2.84812 8.54436 139.557684
9864 1 4.27218 9.96842 140.981742
9865 1 5.69624 8.54436 139.557684
9866 1 7.1203 9.96842 140.981742
9867 1 8.54436 8.54436 139.557684
9868 1 9.96842 9.96842 140.981742
9869 1 11.39248 8.54436 139.557684
9870 1 12.81654 9.96842 140.981742
